#TAXONOMY	Kingdom	Phylum	Class	Order	Family 	Genus	Species 
f53599c77b42f58a069415845eae4a6e	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
0dfcc8c06a2e792d466261b30e011612	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
c8c246b9d8b0b3e2821b0e6384987d84	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
d9ec7d04c7babde62706eb59b7cf5b0c	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus jensenii
0a4a65fa27514181d94140679673d19d	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
6ff6b1bc190890de2412adae600b1e6e	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
d5eea2c589381aea49a11d423eeb2fdf	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
a112138136d14cbf62282f5b894e2c4a	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
312dc4b399e6789dad4d43605c46744f	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
31a375ac2f7b2edae6f67d2a058fc6f7	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
d25e5cb0dda8ac55d92735deb5262827	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
207133e26d668f901b4ffdff2653a6fd	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
c5571d322c541745043eec91de5d73d9	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
a117a2417ab6e4674609fe4605b13630	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
85eadce07ee559aa0d6a35fdfce6f51a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
e012889692e501d340ad400588a055e4	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
a54f5010275d5bbb323e6c99d2785315	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus mulieris
ebf0ab6ecb2e02c12f591bd59604d957	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
091c749696b9b571fe5b59a746df522f	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
8c6ebe5f84607d69e16ce9bb3e670018	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus pyogenes
9f8e745ce3f7d381cef774ea466be496	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
4df33516c8f66eeb5734857fa960dd6a	Bacteria	 Bacillota	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
d97fb9109460f918f601a22d1c7615eb	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 vaginale
78c88a517eb318a2e9825be844c5ab00	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Unclassified
9e86f88713f9ea23e7a6be11b3b18356	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus jensenii
57ded6fca0b06daa1d61e2d08efabc09	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
c3d05de34be309b1b75069bc070feeb0	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
c28a9b1f5df9cc2339a4b5d82bda8b32	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 vaginale
169a78949f9d78e665cf0d99d0f691a6	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
e9a9ed0ecc9f5211e2f7a2f8f8f7a245	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
f151ec1205c08ca2ecee90486745cf96	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale H
dd4cb97124122011ba01d837fc00c3dd	Bacteria	 Bacillota_I	 Bacilli_A	 Mycoplasmatales	 Metamycoplasmataceae	 Metamycoplasma	 Metamycoplasma hominis
5f6f43d30513eb599af51cb670724911	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium_388775	 Bifidobacterium_388775 vaginale
b1db52d9e856857897069417ac693377	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
4c8734ceec9df4fbcc18c7e684b6cd25	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
c50f3580a3b5baa2e75e0d33f18d4b9c	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
d454cbd271bfa134a416c065fc31b8e2	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
2fde8e759911926e6fe73a50ad68355b	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
95a56c726176bab54486ae68a6b98f2f	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae_A_595421	 Burkholderia	 Burkholderia contaminans
d28200bda3b88395e3db8240b272fb74	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
47c39bde0d36448334dde6d79a38bb8c	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
10cab15895d5026aa55acee0a3f08855	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus paragasseri
dc4f575c72bf07c299f65ca4c703d2ad	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
9af6088316931d8a8ab0cedbff9723bc	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus mulieris
e02e24ead613ba53e4121c4ce4e3b322	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale D
d55279827bf272773e25de18be1632ef	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus jensenii
f46a6f66852fec775ba99dd092a243d3	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
49b21715b7480cca0cbefc490af0f8f1	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
f3999485d59e1be14d8014d5eba91f2a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
3978116112e1f85e5290da36332e9a2d	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
52b4fa148b1a4ef15e2be51aa0e19ed2	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
356f3aab8370a65c704e90461ecf93ab	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus jensenii
cb2d2690569b0ee7ee2f49e326f353ef	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
4131de55c9c140c57bc1b4da85d26217	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
89192e0d7e6fdf16d7551d6b0eacd853	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
91daf4b9c309acb8d72cd77980beff9a	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
33f40dae7e9926f2b19229297e2ca1b9	Bacteria	 Bacillota_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Parvimonas	 Parvimonas sp001552895
bd3639bc1bdacf23dca01b7f8ef84523	Bacteria	 Actinomycetota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Fannyhessea	 Fannyhessea vaginae
7a707ef1395399a83fdf1ecb4e5c80c9	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
dfd96cfabbca01a64bdc0e01bc6262d5	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
d29c8dabf7615e571d7de6fd0de9f089	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Burkholderia-Caballeronia-Paraburkholderia	 Unclassified
deaf327d2d90ea89a929bb8e29fe7d07	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
1e7b093dd32aa9f4f4b00c44f9e37a5e	Bacteria	 Bacillota_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Parvimonas	 Parvimonas sp001552895
58a081749da688d4bdad3feaba7b0f13	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella_724518 granulomatis
7d05fbd695a87f5acbd6e3116361f0ff	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
150ca6dcc81ceb61c6373f27a04a4422	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
118914d5115e06c030de189f9a77de16	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus jensenii
887a5e32e1adbeb6854ba85118b97470	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
7d1ea06e3137df1ae059469a09e054e4	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
c0b2e293d103f054be41f35d4bbffe31	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Aerococcaceae	 Aerococcus	 Aerococcus christensenii
25783b5142a2bb5fb99adb290f2339b2	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale A
7b6ab798b6fca1b3c51667b8131488a1	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
8519718c05f3612ea330a020341d8598	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
44e3d38f2597bc9c03a4d85773c0dcf8	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
2e77e92e9bd86b1a20c82d99b8bad95e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
56b202ed04141f187234212df1b575dc	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
4e0dc11c464e9e683789196685339be0	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
07a674fcdc61f9b51bbbb1c726be68f8	Bacteria	 Actinomycetota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Fannyhessea	 Fannyhessea vaginae
f2dfd1b2fa27f8da3c656de1b21dd7ae	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Aerococcaceae	 Aerococcus	 Aerococcus christensenii
cfd573a565eb245422b188449e625273	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia sanguinegens
75719740e2d99edf891fd15dc97d2858	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
a75ebfe49d889b1b5b200bec5b4a29e3	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
baa6b31c8067ae3a402390023cf4aa32	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 KA00274	 KA00274 sp001552885
639b5f484cd710b3f81ccd7ef110f5d5	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
904c2db59dd443a52ba8b775a211b8b9	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
6f2a5fcf0aac6eb9aae32952160d25d0	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 KA00274	 KA00274 sp001552885
20c6ebcc951146e038f08ccf97e4c0ea	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
3de7d28e83deb769d97e52bf4dc8cdf0	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
4d61aed68cb164b1604067af1028029a	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
8509d387ec8f4a742c212c618453d561	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
1fd1c04b5c13d23dde8a0d90d8520c95	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
8c0d1a0de23fae2989d6814914c87241	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
6182c99765cf58b94bf667031072ccf2	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
ace6cb6bee7ff7c70cd3fcbef86b0097	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
70d75b13283c6df8fe09cd9f97991342	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale B
02772f9fb3b9e43f77c3f4d696ceeb2d	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
5cf618258c191ca9e54f3dcfed0a86ba	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
cacef1a879c7ddaede8a9c340c7788b1	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
5723e859215814531c58a839f66efc4a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
69629ba89df7100f162ed6c11997bdad	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
16e2937336b16adcbe61ef8f9cd165ce	Bacteria	 Bacillota_I	 Bacilli_A	 Mycoplasmatales	 Mycoplasmoidaceae	 Ureaplasma	 Ureaplasma parvum
a2e7a7b6943fec0dc5df8b987a3002ab	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 KA00274	 KA00274 sp001552885
96ff8110ca267c13790caad28147d145	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
aaaba0b8ac4fdfb102284cf656fc3a53	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
2531b434e9c3995905478fc67936d5d4	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Lachnospirales	 Lachnospiraceae	 UBA629	 UBA629 sp005465875
508f8fdb4f328996c4d9c4cc0cc8b23e	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
33a65ce3db8bc32532d63820a90c066d	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
cdc1c4722dfc882d7920ae635a65c50c	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 KA00274	 KA00274 sp001552885
0ec267cefaafab27c8d0e8c7bc91fc45	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
ed507cd4a17083fab9a0eefd444ae9e9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
2421f321650373e522769c2b5c0daa1f	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale A
faceb45624c98986ef525188bad8794a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella bivia
efbc464ced420c18aff101a98b267ff4	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister_37762	 Dialister_37762 micraerophilus
b4beb49e455984ea13bc630185fa7ada	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella_724518 granulomatis
e8f8eb5ab5fe13c213f4c6b175b19f0c	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella_724518 variicola
c81787642cd754c933a6503fb814931e	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella_724518 granulomatis
a008a48a708293127fbbfde6710cd4c4	Bacteria	 Bacillota_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Parvimonas	 Parvimonas sp001552895
fa600d0279ff7f3bd1db24243c1244a6	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella_724518 granulomatis
ba0cef0a6dbc7881993b410009aa674e	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia vaginalis
b56a2064ddbb7c2e0915243399662265	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella_724518 variicola
6c68702e70ee477079099ee69a0956dc	Bacteria	 Pseudomonadota	 Gammaproteobacteria	 Enterobacterales_737866	 Enterobacteriaceae_A_725029	 Klebsiella_724518	 Klebsiella_724518 granulomatis
ed3ee34c519b1a980c66c6ccce35209f	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
e158f7293ff74a0ac8b8accf646746da	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Gemellaceae	 Gemella	 Gemella asaccharolytica
61a78d3ae5de874dd1204e2ce6c4dae1	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
1f5eef5b3f0c9e08f352c476072f6b8c	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia vaginalis
745102b7a5091c0d18b27e98ae459ff9	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
17b357712ddd1243826bab62fc6e2ee6	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia sanguinegens
241af9ac1a13ca11d75e3d13b05eb6a3	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
a28bc9872bdf5dddcd1a7f8a233c6c19	Bacteria	 Bacillota_I	 Bacilli_A	 Mycoplasmatales	 Mycoplasmoidaceae	 Ureaplasma	 Ureaplasma parvum
256369668aef47188fec386026b93626	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
768530ba917b6ad9ac4ef551cfd4e692	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
fb96ce9efda81c0e500df402dcf706c2	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
93837a97eef9c6bda578ec27ecd358ef	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
db1f08542049995391de89330bb4e15e	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 KA00274	 KA00274 sp001552885
a6ba310e24735a0f64bbc3a91b25e043	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
5fd9297120b4f5a31b09b7fc25e496cd	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella amnii
09f952e7d05678e750817deb9200b89a	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
1d690d5371a55e098bacf507eca99e34	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Actinomycetaceae	 Arcanobacterium_A_386370	 Arcanobacterium_A_386370 sp000758825
b4f82d1b121e61b285905ed6b82948e0	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella melaninogenica
fd1ba615fd9aeb764cf3f1952eff4084	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
b94ed341bebde8d959596537fe34e361	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Sneathia	 Sneathia vaginalis
95e0b0af478b842331a3f9432d65a4cc	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus iners
2ffb1520b62de1d1b3cd07fe54de6891	Bacteria	 Actinomycetota	 Actinomycetes	 Actinomycetales	 Bifidobacteriaceae	 Bifidobacterium	 Bifidobacterium vaginale
f73ddd657acbc41440fd265fff67f2ed	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
3e5093cb5b6dfa11ba089e34088fc8f9	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
33e998a2b08ee91538a6edb6a4607f6c	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella timonensis A
e51a053ba9c180e302ac917a445fe1a0	Bacteria	 Bacillota_I	 Bacilli_A	 Staphylococcales	 Gemellaceae	 Gemella	 Gemella asaccharolytica
d7b9ca8ca403448ea3f91cdb2645cbaf	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella buccalis
a317c1d3a0341ca4dfd082bb447f9b0d	Bacteria	 Bacillota_I	 Bacilli_A	 Mycoplasmatales	 Mycoplasmoidaceae	 Malacoplasma_A_271179	 Malacoplasma_A_271179 girerdii
b1f2fbec314bc7dfede96f55c27ca39e	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotella	 Prevotella melaninogenica
723b2098861068dd6c2771f82171fc01	Bacteria	 Bacillota_I	 Bacilli_A	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	 Lactobacillus crispatus
a87c5fc4b6061a4c111452c93e963590	Bacteria	 Bacillota_A_368345	 Clostridia_258483	 Saccharofermentanales	 Fastidiosipilaceae	 KA00274	 KA00274 sp001552885
63e94a67a0e6a5515884f393f8558cc1	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
c64d10e301f18a10395e6e8137409598	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
56ff7885c62b668b5c51071d2cc7f3db	Bacteria	 Actinomycetota	 Actinobacteria	 Bifidobacteriales	 Bifidobacteriaceae	 Gardnerella	 Gardnerella vaginalis
e741338ab8a2fcc51d09150e3c41133e	Bacteria	 Bacillota_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera_C	 Megasphaera_C lornae
